,_id,count,count_with_activity,ratio
2118,Horse Trailer Dealer,2,1.0,50.0
2119,Cosmetics Industry,2,,
2120,Data Recovery Service,2,1.0,50.0
2121,Lottery Shop,2,,
2122,Musical Instrument Manufacturer,2,,
2123,Resort,2,,
2124,Oil Field Equipment Supplier,2,1.0,50.0
2125,Ducati Dealer,2,1.0,50.0
2126,Video Equipment Repair Service,2,,
2127,Printer Ink Refill Store,2,,
2128,Laser Equipment Supplier,2,,
2129,Nature Preserve,2,2.0,100.0
2130,Cosmetics And Perfumes Supplier,2,,
2131,Hockey Rink,2,,
2132,Hair Care,2,1.0,50.0
2133,Coffee Vending Machine,2,1.0,50.0
2134,Water Testing Service,2,,
2135,Volleyball Court,2,,
2136,Stair Contractor,2,,
2137,Construction Material Wholesaler,2,2.0,100.0
2138,Social Worker,2,,
2139,Dock Builder,2,,
2140,Army Museum,2,2.0,100.0
2141,Public Bathroom,2,2.0,100.0
2142,Professional And Hobby Associations,2,,
2143,Fiat Dealer,2,1.0,50.0
2144,Sauna,2,,
2145,Korean Food Shop,2,2.0,100.0
2146,Demolition Contractor,2,,
2147,Water Treatment Supplier,2,,
2148,Std Clinic,2,,
2149,Sports,2,,
2150,Tea Manufacturer,2,,
2151,Moped Dealer,2,1.0,50.0
2152,Paper Mill,2,,
2153,Aluminum Welder,2,,
2154,Cashpoint,2,,
2155,Stage Lighting Equipment Supplier,2,1.0,50.0
2156,Tyre Manufacturer,2,,
2157,Fishing Pier,2,1.0,50.0
2158,Fairground,2,,
2159,Reiki Therapist,2,,
2160,Alternative Medicine,2,,
2161,Real Estate Developer,2,,
2162,Baseball Field,2,,
2163,Tennis Court,2,1.0,50.0
2164,Hardware Shop,2,,
2165,Septic System Service,2,,
2166,Baby Shop,2,,
2167,Garage Door Supplier,2,,
2168,Security Service,2,,
2169,Endoscopist,2,,
2170,Pumping Equipment And Service,2,1.0,50.0
2171,City Park,2,,
2172,Crime Victim Service,2,,
2173,Commercial Building,2,1.0,50.0
2174,Galician Restaurant,2,1.0,50.0
2175,Lighting Contractor,2,,
2176,Sports Arena,2,,
2177,Glass Etching Service,2,,
2178,Antenna Service,2,,
2179,Electronics Company,2,,
2180,Cottage,2,,
2181,Astrologer,2,1.0,50.0
2182,Artificial Plant Supplier,2,,
2183,Repairs,2,,
2184,Triumph Motorcycle Dealer,2,1.0,50.0
2185,Market Researcher,2,,
2186,Electrical Installation Service,2,,
2187,Pacific Rim Restaurant,2,1.0,50.0
2188,Homeless Service,2,2.0,100.0
2189,Culture,2,,
2190,Oxygen Cocktail Spot,2,1.0,50.0
2191,Mixed-use Development,2,2.0,100.0
2192,South Indian Restaurant,2,1.0,50.0
2193,Knife Manufacturing,2,,
2194,Turkmen Restaurant,2,,
2195,Feng Shui Shop,2,,
2196,Airport Shuttle Service,2,,
2197,Courthouse,2,2.0,100.0
2198,Property Maintenance,2,,
2199,Frozen Food Manufacturer,2,,
2200,Display Stand Manufacturer,2,,
2201,Karaoke Equipment Rental Service,2,,
2202,Olive Oil Bottling Company,2,2.0,100.0
2203,Elevator Service,2,,
2204,Reclamation Centre,2,,
2205,Squash Club,1,,
2206,Resume Service,1,,
2207,Wood Floor Refinishing Service,1,,
2208,Cremation Service,1,,
2209,Nonprofit,1,,
2210,Cruise Line Company,1,1.0,100.0
2211,Paving Contractor,1,,
2212,Judo Club,1,,
2213,Perinatal Center,1,,
2214,Picnic Ground,1,1.0,100.0
2215,Acupuncture School,1,,
2216,Gambling Area,1,,
2217,Manufactured Home Transporter,1,,
2218,Veterans Affairs Department,1,,
2219,Diving Club,1,,
2220,Sports Venue,1,,
2221,Dart Bar,1,,
2222,Body Of Water,1,,
2223,Harbor,1,,
2224,Forensic Consultant,1,,
2225,Evangelical Church,1,1.0,100.0
2226,Bike Sharing Station,1,,
2227,Ski School,1,1.0,100.0
2228,Home Help Service Agency,1,,
2229,Housing Association,1,,
2230,Travel Lounge,1,,
2231,Sports Ground,1,,
2232,Equestrian Facility,1,,
2233,Music Management And Promotion,1,,
2234,Place Of Worship,1,,
2235,Machine Repair Service,1,,
2236,Diabetologist,1,1.0,100.0
2237,Japanese Cheap Sweets Shop,1,1.0,100.0
2238,Design Engineer,1,,
2239,Aerial Photographer,1,,
2240,Thai Massage Therapist,1,,
2241,Bearing Supplier,1,,
2242,Aviation Consultant,1,1.0,100.0
2243,Welding,1,,
2244,Tropical Fish Shop,1,,
2245,Business Broker,1,,
2246,Mortgage Lender,1,,
2247,Railroad Equipment Supplier,1,,
2248,Music Venue,1,,
2249,Clothes Market,1,1.0,100.0
2250,Communications Central,1,,
2251,Vocational School,1,,
2252,Ski Repair Service,1,,
2253,Career Guidance Service,1,1.0,100.0
2254,Play School,1,,
2255,Bookbinder,1,,
2256,Clothing Shop,1,,
2257,Mansion,1,1.0,100.0
2258,Stereo Repair Service,1,1.0,100.0
2259,Sukiyaki Restaurant,1,,
2260,Lighting Consultant,1,,
2261,Australian Goods Store,1,,
2262,Fitness Company,1,,
2263,Bugatti Dealer,1,,
2264,Bentley Dealer,1,,
2265,Sand Plant,1,,
2266,Olive Oil Manufacturer,1,,
2267,Environmental Health Service,1,1.0,100.0
2268,Shopping Arcade,1,1.0,100.0
2269,Boiler Manufacturer,1,,
2270,Ministry Of Education,1,,
2271,Fishing,1,,
2272,City Hall,1,1.0,100.0
2273,Air Filter Supplier,1,1.0,100.0
2274,Horse Transport Supplier,1,,
2275,Cooking School,1,,
2276,Sailmaker,1,1.0,100.0
2277,Leather Goods Manufacturer,1,,
2278,Cultural Association,1,,
2279,Beach Volleyball Court,1,1.0,100.0
2280,Visa And Passport Office,1,,
2281,Mine,1,,
2282,Make-up Artist,1,,
2283,Québécois Restaurant,1,1.0,100.0
2284,Summer Camp,1,1.0,100.0
2285,Subway Station,1,1.0,100.0
2286,Video Game Shop,1,,
2287,Video Conferencing Equipment Supplier,1,,
2288,Seafood Store,1,,
2289,Office Accessories Wholesaler,1,,
2290,Metaphysical Supply Shop,1,1.0,100.0
2291,Aircraft Manufacturer,1,,
2292,Corporation,1,,
2293,Video Game Rental Kiosk,1,,
2294,Faculty Of Sports,1,,
2295,Crop Grower,1,,
2296,Mining Company,1,,
2297,Cleaning Products Supplier,1,,
2298,Carvery,1,,
2299,Kennel,1,,
2300,Student Union,1,,
2301,Copying Supply Store,1,,
2302,City District Office,1,,
2303,Divorce Service,1,,
2304,Religious Institution,1,,
2305,Debt Collection Agency,1,,
2306,Recycling,1,,
2307,Auditorium,1,,
2308,Livestock Breeder,1,,
2309,Mobile Phone Shop,1,,
2310,Glazier,1,,
2311,Catalonian Restaurant,1,1.0,100.0
2312,Junk Dealer,1,,
2313,Dry Ice Supplier,1,,
2314,Event Planning Service,1,,
2315,Convent,1,1.0,100.0
2316,Machine Workshop,1,,
2317,Mortuary,1,,
2318,Macrobiotic Restaurant,1,1.0,100.0
2319,Gas Cylinders Supplier,1,1.0,100.0
2320,Korean Beef Restaurant,1,1.0,100.0
2321,Computer Hardware Manufacturer,1,,
2322,Cider Mill,1,1.0,100.0
2323,Chinese Medicine,1,1.0,100.0
2324,Retail Company,1,,
2325,Foot Massage Parlor,1,,
2326,Sightseeing Tour Agency,1,,
2327,Livestock Dealer,1,,
2328,Memorial Park,1,1.0,100.0
2329,Electrical Appliance Wholesaler,1,1.0,100.0
2330,Computer Wholesaler,1,,
2331,Yucatan Restaurant,1,,
2332,Power Station,1,,
2333,Laser Tag Centre,1,1.0,100.0
2334,Cinema Equipment Supplier,1,,
2335,Movie Studio,1,,
2336,Hip Hop Dance Class,1,1.0,100.0
2337,Special Education School,1,,
2338,Hydroelectric Power Plant,1,,
2339,Railroad Contractor,1,,
2340,Carriage Ride Service,1,,
2341,Hunting Preserve,1,1.0,100.0
2342,Leather Wholesaler,1,,
2343,Country House,1,,
2344,Toy Manufacturer,1,,
2345,Disability Equipment Supplier,1,,
2346,Off Track Betting Shop,1,,
2347,Amphitheater,1,,
2348,Metro Station,1,,
2349,School Center,1,,
2350,Building Complex,1,1.0,100.0
2351,Smoking Area,1,,
2352,Tea Wholesaler,1,,
2353,Public Wheelchair-accessible Bathroom,1,,
2354,Private Golf Course,1,,
2355,Hair Extension Technician,1,,
2356,Furniture,1,,
2357,Glass Block Supplier,1,,
2358,Bail Bonds Service,1,,
2359,Food Seasoning Manufacturer,1,,
2360,Metal Stamping Service,1,,
2361,Childbirth Class,1,,
2362,Currency Exchange Service,1,1.0,100.0
2363,Car Finance And Loan Company,1,,
2364,Beach,1,,
2365,Baby Clothing Shop,1,,
2366,Video Conferencing Service,1,,
2367,Cable Company,1,,
2368,Baking Supply Shop,1,1.0,100.0
2369,Taekwondo Competition Area,1,,
2370,Church Of The Nazarene,1,,
2371,Gym With Swimming Pool,1,,
2372,Sweets And Dessert Buffet,1,,
2373,Fitness Centre,1,,
2374,Wedding Dress Rental Service,1,,
2375,Chess Club,1,,
2376,Roller Coaster,1,1.0,100.0
2377,Asturian Restaurant,1,1.0,100.0
2378,Biofeedback Therapist,1,,
2379,Paper Bag Supplier,1,,
2380,Water Mill,1,,
2381,Tibetan Restaurant,1,1.0,100.0
2382,Protective Clothing Supplier,1,1.0,100.0
2383,Air Compressor Repair Service,1,,
2384,Real Estate Rental Agency,1,,
2385,Launderette,1,1.0,100.0
2386,Masonic Center,1,,
2387,Prison,1,,
2388,Public High School,1,,
2389,Fishing Shop,1,,
2390,Private Investigator,1,,
2391,Dental Insurance Agency,1,,
2392,Water Pump Supplier,1,,
2393,Episcopal Church,1,,
2394,Ballroom Dance Instructor,1,1.0,100.0
2395,Hearing Aid Repair Service,1,,
2396,Department Of Social Services,1,,
2397,Mexican Goods Shop,1,,
2398,Photocopiers Supplier,1,,
2399,Satellite Communication Service,1,,
2400,Military Treatment Facility,1,,
2401,Labor Union,1,,
2402,Fruit And Vegetable Processing,1,1.0,100.0
2403,Lutheran Church,1,,
2404,Table Tennis Facility,1,1.0,100.0
2405,Suburban Train Line,1,,
2406,Haunted House,1,,
2407,Greengrocer,1,,
2408,Pediatric Clinic,1,1.0,100.0
2409,Textile Exporter,1,,
2410,Auditor,1,,
2411,Topsoil Supplier,1,,
2412,Outdoor Sports Shop,1,1.0,100.0
2413,Customs Department,1,,
2414,Spices Wholesalers,1,,
2415,Medical Marijuana Company,1,1.0,100.0
2416,Private University,1,,
2417,Beauty Products Vending Machine,1,,
2418,Package Locker,1,,
2419,Kimono Store,1,,
2420,Credit Counseling Service,1,,
2421,Shredding Service,1,,
2422,Wholesaler Household Appliances,1,,
2423,Plastic Bag Supplier,1,,
2424,Services,1,,
2425,Poultry Farm,1,,
2426,Multimedia And Electronic Book Publisher,1,,
2427,Ridge,1,,
2428,Home Inspector,1,,
2429,Sports Nutrition Shop,1,1.0,100.0
2430,Event Technology Service,1,,
2431,Kushiyaki Restaurant,1,1.0,100.0
2432,Home Insurance Agency,1,,
2433,Ranching,1,,
2434,Business Card Design And Printing Service,1,1.0,100.0
2435,Glassware Wholesaler,1,,
2436,Packaging Machinery,1,,
2437,Measuring Instruments Supplier,1,,
2438,Gypsum Product Supplier,1,1.0,100.0
2439,Lamination Service,1,,
2440,Blacksmith,1,,
2441,Seaplane Base,1,,
2442,Sheepskin Coat Store,1,,
2443,Registration Office,1,,
2444,Shoe Factory,1,,
2445,Porridge Restaurant,1,1.0,100.0
2446,Mixed-use,1,1.0,100.0
2447,Indian Sizzler Restaurant,1,1.0,100.0
2448,Skydiving Center,1,1.0,100.0
2449,Hunting Club,1,,
2450,Sculpture Museum,1,1.0,100.0
2451,Recreation Centre,1,,
2452,Unity Church,1,1.0,100.0
2453,Quarry,1,,
2454,Registry Office,1,,
2455,Iron Works,1,,
2456,Evaluation Service,1,1.0,100.0
2457,Acoustical Consultant,1,,
2458,Opera Company,1,,
2459,Monastery,1,1.0,100.0
2460,Oilfield,1,,
2461,Metal Finisher,1,,
2462,Airbrushing Supply Store,1,,
2463,Massage School,1,,
2464,Cricket Ground,1,,
2465,Saab Dealer,1,,
2466,Tb Clinic,1,1.0,100.0
2467,Tesla Showroom,1,1.0,100.0
2468,Public Relations Firm,1,,
2469,Food Processing Company,1,,
2470,Appliances,1,,
2471,Agricultural Organization,1,,
2472,Packaging Supply Shop,1,,
2473,Halfway House,1,,
2474,Chinese Supermarket,1,1.0,100.0
2475,Cattle Farm,1,,
2476,Bookkeeping Service,1,,
2477,Air Duct Cleaning Service,1,,
2478,Building Restoration Service,1,,
2479,Megachurch,1,,
2480,Aircraft Maintenance Company,1,,
2481,Amusement Park Ride,1,,
2482,Orchid Grower,1,,
2483,Cold Cut Store,1,1.0,100.0
2484,Timeshare Agency,1,,
2485,Marine Surveyor,1,,
2486,Silk Store,1,,
2487,Comic Cafe,1,1.0,100.0
2488,Technology Museum,1,,
2489,Envelope Supplier,1,,
2490,Tempura Donburi Restaurant,1,,
2491,Gas And Automotive,1,,
2492,Rail Station,1,,
2493,Translator,1,,
2494,Log Home Builder,1,,
2495,Rugby Store,1,,
2496,Business Networking Company,1,,
2497,North African Restaurant,1,,
2498,Cosmetics Shop,1,,
2499,Cosmetics,1,,
2500,Football Club,1,,
2501,Forklift Rental Service,1,1.0,100.0
2502,Electrical Equipment Supplier,1,1.0,100.0
2503,Emergency Services,1,,
2504,Landmark,1,,
2505,Stone Carving,1,,
2506,Office Supply,1,,
2507,Horse Breeder,1,,
2508,Tannery,1,,
2509,Metal Working Shop,1,1.0,100.0
2510,Boat Club,1,1.0,100.0
2511,Housing Development,1,,
2512,Livestock Producer,1,,
2513,Industrial Area,1,,
2514,Patio Enclosure Supplier,1,,
2515,Farmstay,1,,
2516,Beach Clothing Shop,1,,
2517,Chemical Plant,1,,
2518,Web Hosting Company,1,,
2519,Olive Oil Cooperative,1,,
2520,Barrel Supplier,1,,
2521,Attorney,1,,
2522,Computer Club,1,1.0,100.0
2523,Taxi Service,1,,
2524,Business Related,1,,
2525,Handicraft School,1,,
2526,Food And Beverage Exporter,1,1.0,100.0
2527,Personal Injury Attorney,1,1.0,100.0
2528,Threads And Yarns Wholesaler,1,,
2529,Kashmiri Restaurant,1,,
2530,Kosher Food Shop,1,1.0,100.0
2531,Jewelry Equipment Supplier,1,1.0,100.0
2532,Drainage Service,1,,
2533,Takoyaki Restaurant,1,,
2534,Sugar Shack,1,,
2535,Energy Equipment And Solutions,1,,
2536,Ceramics Wholesaler,1,,
2537,Clergyman,1,,
2538,Blind School,1,,
2539,Furnace Parts Supplier,1,,
2540,Pet Moving Service,1,1.0,100.0
2541,Used Store,1,1.0,100.0
2542,Water Damage Restoration Service,1,,
2543,Vegetable Wholesaler,1,,
2544,Volleyball Instructor,1,,
2545,Vocational College,1,,
2546,Leather Goods Shop,1,,
2547,Beekeeping,1,,
2548,Accounting Firm,1,,
2549,Zoo,1,1.0,100.0
2550,Chinese Bakery,1,1.0,100.0
2551,Western Clothing Shop,1,1.0,100.0
2552,Aikido School,1,,
2553,Bookmaker,1,,
2554,Finishing Materials Supplier,1,1.0,100.0
2555,Dive Club,1,,
2556,Plasterer,1,,
2557,Fiber Optic Products Supplier,1,,
2558,Air Conditioning System Supplier,1,1.0,100.0
2559,Astronomical Observatory,1,,
2560,Car Manufacturer,1,,
2561,Logging Contractor,1,,
2562,Swimming Facility,1,1.0,100.0
2563,Cleaners,1,,
2564,Game Shop,1,1.0,100.0
2565,Nursing Association,1,,
2566,Building Design Company,1,,
2567,Community Service,1,1.0,100.0
2568,Wedding Chapel,1,,
2569,Rock Music Club,1,,
2570,Health And Beauty,1,,
2571,Methodist Church,1,,
2572,Isuzu Dealer,1,1.0,100.0
2573,Cannabis Shop,1,,
2574,Suzuki Dealer,1,1.0,100.0
2575,Conference Center,1,,
2576,Rainwater Tank Supplier,1,,
2577,Recruiter,1,,
2578,Scouting,1,,
2579,Church Of Jesus Christ Of Latter-day Saints,1,,
2580,Office Equipment Rental Service,1,,
2581,County Court,1,,
2582,Video Game Publisher,1,,
2583,Telephone Company,1,,
2584,Drafting Service,1,,
2585,Scottish Restaurant,1,1.0,100.0
2586,Ballroom,1,,
2587,Arts And Crafts,1,,
2588,Human Resource Consulting,1,,
2589,Historical Place Museum,1,1.0,100.0
2590,Garage Builder,1,,
2591,Vocal Instructor,1,,
2592,Racetrack,1,1.0,100.0
2593,Shoe Shining Service,1,,
2594,Student Housing Center,1,,
2595,Locks Supplier,1,1.0,100.0
2596,"Fitness Center On Siesta Key, Florida",1,1.0,100.0
2597,Prefabricated House Companies,1,,
2598,Elder Law Attorney,1,1.0,100.0
2599,Japanized Western Restaurant,1,,
2600,Mining Equipment,1,1.0,100.0
2601,International Trade Consultant,1,,
2602,Orthodox Synagogue,1,1.0,100.0
2603,Marine Supply Shop,1,,
2604,Machine Maintenance,1,,
2605,Home Cinema Installation,1,,
2606,Nonprofit Organization,1,1.0,100.0
2607,Disc Golf Course,1,,
2608,Art Centre,1,,
2609,Frozen Dessert Supplier,1,,
2610,Self Service Health Station,1,,
2611,Public Toilet,1,,
2612,Bus And Coach Company,1,,
2613,Cookery School,1,,
2614,Water Cooler Supplier,1,,
2615,Shandong Restaurant,1,1.0,100.0
2616,Motorcycle Driving School,1,1.0,100.0
2617,Trade Centre,1,1.0,100.0
2618,Churreria,1,1.0,100.0
2619,Calvary Chapel Church,1,,
2620,Souvenir Shop,1,,
2621,Coppersmith,1,,
2622,Wholesale Drugstore,1,,
2623,Performing Arts Theatre,1,1.0,100.0
2624,Flamenco Dance Store,1,,
2625,Door Manufacturer,1,,
2626,Satay Restaurant,1,,
2627,Orchid Farm,1,,
2628,Bouncy Castle Hire,1,,
2629,Food Processing Equipment,1,1.0,100.0
2630,Appliances Customer Service,1,,
2631,Mortgage Broker,1,,
2632,Trolley Station,1,,
2633,Military Cemetery,1,,
2634,Salsa Bar,1,,
2635,Public Male Bathroom,1,1.0,100.0
2636,Family Law Attorney,1,1.0,100.0
2637,Neighborhood,1,,
2638,Landscape Lighting Designer,1,,
2639,Used,1,,
2640,Dj Supply Shop,1,,
2641,Housing Complex,1,,
2642,Civic Center,1,,
2643,Apartments,1,,
2644,Investment Service,1,1.0,100.0
2645,Computer Training School,1,,
2646,Exhibit,1,,
2647,Flooring,1,,
2648,Natural History Museum,1,,
2649,Concert Venue,1,,
2650,"Mechanic At Patrick Air Force Base, Florida",1,,
2651,Zoological Park,1,1.0,100.0
2652,Nursery,1,,
2653,House Sitter,1,,
2654,Soondae Restaurant,1,1.0,100.0
2655,Lamp Repair Service,1,,
2656,Condiments Supplier,1,1.0,100.0
2657,Soapland,1,,
2658,Office Supply Wholesaler,1,,
2659,Water Purification Company,1,,
2660,Sticker Manufacturer,1,,
2661,Meeting Room,1,,
2662,Wine-making Supply Shop,1,,
2663,Sailing School,1,,
2664,Art Dealer,1,,
2665,Interior Door,1,,
2666,Bmx Track,1,,
2667,Stone Cutter,1,,
2668,Water Filter Supplier,1,,
2669,Vintage Clothing Shop,1,,
2670,Engineer,1,,
2671,Gated Community,1,,
2672,Fishing Port,1,1.0,100.0
2673,Evening Dress Rental Service,1,,
2674,Plastic Wholesaler,1,,
2675,Sanitary Inspection,1,,
2676,Country Park,1,,
2677,Siding Contractor,1,,
2678,Observation Deck,1,1.0,100.0
2679,Mclaren Dealer,1,1.0,100.0
2680,Extended Stay Hotel,1,,
2681,Convalescent Care,1,,
2682,Glass Engraver,1,,
2683,Provence Restaurant,1,,
2684,Batak Restaurant,1,,
2685,Valencian Restaurant,1,,
2686,Observatory,1,1.0,100.0
2687,Plywood Supplier,1,,
2688,Public Works Department,1,,
2689,"Atelier De Reparații Auto Din Phoenix, Arizona",1,,
2690,Reptile Shop,1,1.0,100.0
2691,Train Station,1,1.0,100.0
2692,Aircraft Rental Service,1,,
2693,National Forest,1,1.0,100.0
2694,Music Hall,1,,
2695,Shipyard,1,,
2696,Freestyle Wrestling,1,,
2697,Brazilian Pastelaria,1,,
2698,Youth Club,1,,
2699,"Dentist At Patrick Air Force Base, Florida",1,,
2700,Rugby,1,,
2701,Wildlife Rescue Service,1,,
2702,Insurance Broker,1,,
2703,Gynecologist,1,,
2704,Stationery Manufacturer,1,,
2705,Variety Store Company,1,1.0,100.0
2706,Organic Food Shop,1,,
2707,Office,1,,
2708,Retaining Wall Supplier,1,,
2709,Sardinian Restaurant,1,1.0,100.0
2710,Gas Logs Supplier,1,,
2711,Hunting Area,1,,
2712,Music Publisher,1,,
2713,Grow Shop,1,,
2714,Telecommunications,1,,
2715,Shopping Mart,1,1.0,100.0
2716,Vehicle Examination Office,1,,
2717,Coin Cashing Machine,1,,
2718,Movie Rental,1,,
2719,Refrigerator Repair Service,1,,
2720,Conference Centre,1,1.0,100.0
2721,Off Roading Area,1,,
2722,Pine Furniture Shop,1,,
2723,"Gym At Patrick Air Force Base, Florida",1,1.0,100.0
2724,Airport Gate,1,1.0,100.0
2725,Cruise Terminal,1,,
2726,General Practice Attorney,1,1.0,100.0
2727,Escape Room Centre,1,1.0,100.0
2728,Plastic Injection Molding Service,1,,
2729,License Plate Frames Supplier,1,,
2730,Machinery Parts Manufacturer,1,,
2731,Punjabi Restaurant,1,1.0,100.0
2732,Newspaper Advertising Department,1,,
2733,Farm Equipment Repair Service,1,1.0,100.0
2734,Music Producer,1,,
2735,Asphalt Contractor,1,,
2736,Contact Lenses Supplier,1,,
2737,Tea And Coffee Merchant,1,1.0,100.0
